País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Greece,Hombres,Total,2014,10.07,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Directores y gerentes,2014,20.18,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Profesionales científicos e intelectuales,2014,13.85,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Técnicos y profesionales de nivel medio,2014,11.26,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Personal de apoyo administrativo,2014,9.05,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,6.93,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,6.81,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,9.16,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,8.77,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Hombres,Ocupaciones elementales,2014,6.31,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Total,2014,8.81,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Directores y gerentes,2014,16.28,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Profesionales científicos e intelectuales,2014,12.1,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Técnicos y profesionales de nivel medio,2014,9.51,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Personal de apoyo administrativo,2014,8.0,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,6.23,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,5.86,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,6.72,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,6.77,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Mujeres,Ocupaciones elementales,2014,5.57,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Total,Total,2014,4.64,Currency: HUN - Euro (EUR),"Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Total,Directores y gerentes,2014,9.91,Currency: HUN - Euro (EUR),"Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Total,Profesionales científicos e intelectuales,2014,6.72,Currency: HUN - Euro (EUR),"Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Total,Técnicos y profesionales de nivel medio,2014,4.84,Currency: HUN - Euro (EUR),"Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Hungary,Total,Personal de apoyo administrativo,2014,4.2,Currency: HUN - Euro (EUR),"Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
